"Route_Code","Route_Name","Eng_O","Eng_D","Eng_KM","Eng_Cycle_Min","Eng_Headway","Eng_Fleet","Eng_Type","Eng_Load","Real_RoadKM","Real_OneWay_Time","Real_Service","Coord_Check","KM_Delta_Pct","Time_Check","Verdict","Finding","Sources"
"SRSR02023910B","Srinagar to Bypass","34.07457,74.820502","34.090936,74.760881","8.341","66.7","20","5","Urban","0.021","8-10","15-18 min","Another segment of the Srinagar bypass corridor (Athwajan-Parimpora, 17.8 km total) heading further northwest toward Parimpora/Bemina; served by local minibuses","Both endpoints real; destination sits further along the bypass toward Parimpora/Bemina, straight-line 5.78 km vs an estimated 8-10 km road segment is consistent with the bypass alignment","Approx -7 to +16 (midpoint 9 km: +7%)","One-way modelled ~33 min vs real ~15-18 min is roughly double but plausible for a congested arterial stretch with multiple junctions (Bemina, Parimpora)","PASS","This is a longer segment of the same 17.8 km Srinagar bypass corridor as SRSR02023910A, extending toward Parimpora/Bemina; modelled 8.341 km is consistent with that alignment. Headway 20 min and fleet 5 are reasonable for this busier bypass stretch (load 0.021, double the A segment).","wikimapia.org Parimpora Bypass Junction, sdasrinagar.jk.gov.in infrastructural projects, onefivenine.com Bemina"
"SRBG02033901","Srinagar to Chadoora","34.07457,74.820502","33.943466,74.79875","16.895","135.2","35","5","Urban","0.121","14-15","20-25 min","Chadoora is a tehsil headquarters in Budgam district on a well-used road from Srinagar; minibuses and shared taxis run this corridor regularly, with calls for a 4-lane upgrade via Chanapora-Chadoora","Both endpoints real and correctly placed; Chadoora town is documented 14-15 km from Srinagar, straight-line 14.72 km vs modelled 16.895 km is a reasonable detour ratio","Approx +13 to +21 (midpoint 14.5 km: +17%)","One-way modelled ~68 min vs real ~20-25 min is high, roughly 3x the cited real drive time even allowing for the narrower, congested approach road that locals are petitioning to widen","REVIEW","Chadoora is consistently cited as 14-15 km from Srinagar (alldistancebetween.com, Wikipedia) versus the modelled 16.895 km, about a 17% overstatement at the edge of acceptable tolerance, and the one-way time of ~68 min is roughly 3x the realistic 20-25 min drive even accounting for the documented narrow/congested road locals want widened. Corridor is real and well-used; headway 35 min and fleet 5 are plausible for a peri-urban feeder of this length.","alldistancebetween.com Srinagar-Chadoora, Wikipedia Chadoora, facebook.com Dr Raja Muzaffar Bhat 4-lane road petition"
"SRGB02013903","Srinagar to Ganderbal","34.07457,74.820502","34.192755,74.769753","16.689","133.5","35","5","Urban","0.116","15","25-30 min","JKRTC and private minibuses regularly ply Srinagar-Ganderbal on NH1/Srinagar-Leh highway; well known commuter and tourist-gateway corridor","Both endpoints real and correctly placed; Ganderbal town centre matches engine D coord within normal town-centroid tolerance","11","One-way modelled approx 60-65 min vs real 25-30 min drive; difference plausible given multiple stops/local stage-carriage pattern, not a through-express time","PASS","Real corridor, coords good, distance within tolerance; modelled one-way time is on the high side for a stage carriage with several stops but not unreasonable for a non-express minibus.","distancebetween2.com, ganderbal.nic.in, alldistancebetween.com"
"SRSR02013902","Srinagar to Gulabagh","34.07457,74.820502","34.180148,74.816805","14.022","102.6","35","4","Urban","0.098","13-15","20-25 min","Local minibus/JKRTC services run along the Srinagar-Ganderbal road corridor; Gulab Bagh area sits along this corridor short of Ganderbal town itself","D coordinate sits almost due north of Srinagar at the same longitude as Ganderbal road corridor, consistent with a Gulab Bagh locality short of Ganderbal town; plausible placement","-3","Modelled one-way approx 51 min vs real 20-25 min; on the high side but explainable by local stage stops","PASS","Corridor and coordinates are plausible (a stop short of Ganderbal on the same highway); distance matches within tolerance though sources for the specific Gulab Bagh stop are thin so exact stop ID has minor uncertainty.","distancebetween2.com, sbi.banklocationmaps.com, mapcarta.com"
"SRSR02013903","Srinagar to Harwan","34.07457,74.820502","34.15981,74.903368","16.558","125.9","35","5","Urban","0.362","15-19","25-30 min","Harwan Garden is a well known tourist destination reached via Nishat-Harwan road; minibuses and tourist taxis serve this route, no dedicated trunk but standard feeder corridor","Both endpoints real; Harwan Garden coordinate matches the village/garden area north-east of Dal Lake, consistent placement","2","Modelled one-way approx 63 min vs real 25-30 min; long for the distance but explainable by hilly/narrow lakeside road and tourist congestion in season","PASS","Real, well known tourist corridor (consistent with Tourist=True flag); coordinates and distance check out within tolerance; the long modelled cycle time is plausible given a winding lakeside road shared with tourist traffic.","distancebetween2.com, tourmyindia.com, srinagar.nic.in"
"SRPW02023901","Srinagar to Khrew","34.07457,74.820502","34.0196,74.999664","19.597","156.8","35","6","Urban","0.084","18-24","30-35 min","Khrew is a known limestone/cement-industry town in Pulwama district on the Srinagar-Pahalgam road corridor near Pampore; served by private minibuses and some JKRTC stage carriages","Both endpoints real; Khrew coordinate is consistent with the town location east of Pampore on the Srinagar-Pahalgam axis","-5","Modelled one-way approx 78 min vs real 30-35 min; long but plausible given congestion through Pampore saffron-belt stretch","PASS","Real industrial/cement town corridor on the Srinagar-Pahalgam road; sources show a Srinagar-Pampore-Khrew road distance around 18-24 km depending on route, our figure sits within that band.","greaterkashmir.com, distancesfrom.com, distancebetween2.com"
"SRPW02033904","Srinagar to NEW Khanda","34.07457,74.820502","33.915501,74.882603","22.786","157.5","35","6","Urban","0.122","24-28","35-40 min","Khanda is a small village/post office in Pulwama tehsil near Pampore; no dedicated trunk bus service identified but covered by general Srinagar-Pulwama private minibus and JKRTC stage services that pass through or near it","Both endpoints plausible; D coordinate falls south of Pampore in the Pulwama tehsil belt, consistent with Khanda's known location near Pampore/Pulwama","-12","Modelled one-way approx 79 min vs real 35-40 min; long for distance, but acceptable for a stage service with many halts in a dense agrarian belt","REVIEW","Real village in Pulwama tehsil exists and coordinate placement is broadly correct, but no source gives a precise point-to-point distance for Khanda itself (only general Srinagar-Pulwama figures), so the Real_RoadKM here is an inferred band rather than a directly sourced number; recommend confirming exact Khanda road distance via Google Maps before publishing.","icbse.com, distancebetween2.com, yatra.com"
"SRPW02023902","Srinagar to Pampore","34.07457,74.820502","34.010891,74.912941","12.883","80.8","35","4","Urban","0.034","14-16","20-25 min","Pampore, the saffron town, is a major and very well documented corridor on NH44/Srinagar-Jammu highway side-road; served by frequent JKRTC stage carriages and private minibuses","Both endpoints real and correctly placed; Pampore town centre matches widely cited coordinates","-13","Modelled one-way approx 40 min vs real 20-25 min; somewhat high but plausible with town-centre stops and the saffron-belt market congestion","PASS","Very well documented, frequently served corridor; distance is within tolerance (consistent across multiple sources at 14-16 km) and the route, headway and fleet are sane for a busy peri-urban feeder.","distancebetween2.com, distance.org.in, alldistancebetween.com"
"SRSR02023931","Srinagar to Railway","34.07457,74.820502","34.025914,74.825506","7.778","55.3","20","4","Urban","0.039","7-10","15-20 min","Srinagar Railway Station (Nowgam) is served by city buses, autos and JKRTC feeder services connecting it to the city centre; a well established short urban link","Both endpoints real; D coordinate matches Nowgam/Srinagar railway station area south of the city, consistent with multiple sources citing the station roughly 7-10 km from the centre","-7","Modelled one-way approx 28 min vs real 15-20 min; a bit long for a short urban hop but plausible in city traffic with the Jhelum-side congestion noted for this corridor","PASS","Short, very real urban corridor (city centre to railway station); coordinates and distance check out comfortably within tolerance for a short route; headway/fleet are reasonable for a city feeder.","srinagaronline.in, travelmykashmir.com, trainspy.com"
"SRSR02023934","Srinagar to Rasoo","34.07457,74.820502","34.105358,74.809909","4.174","33.4","20","3","Urban","0.023","3-5","10-15 min","No dedicated named bus service was identified for a stop called Rasoo specifically, but the destination sits inside Srinagar's northern urban fringe (Soura/Hawal/Bemina belt) which is covered by dense city minibus and auto-rickshaw services","D coordinate places Rasoo about 4 km north of city centre, within the dense northern Srinagar urban belt (near Soura); plausible for a short city locality even though the specific name could not be independently verified online","-7","Modelled one-way approx 17 min vs real 10-15 min; reasonable for a short congested city hop","REVIEW","Coordinates land in a real, densely populated part of north Srinagar and the short distance/time are plausible, but no independent source could confirm a locality specifically named Rasoo (may be a minor mahalla/local name not indexed online); recommend verifying the exact stop name against a local gazetteer or Google Maps before publishing.","onefivenine.com, dbpedia.org (Soura context), latlong.net"
"SRPW02033907","Srinagar to Ratnipura","34.07457,74.820502","33.917253,74.948452","25.991","179.1","35","7","Urban","0.09","24-32","35-45 min","Ratnipora (alternate spelling) is a well documented village/post office in Pulwama district along the Srinagar-Pulwama-Shopian belt; served by private minibuses and JKRTC stage carriages plying the Srinagar-Pulwama road","Both endpoints real; D coordinate is consistent with Ratnipora's known location in Pulwama tehsil south-east of Pampore","-8","Modelled one-way approx 90 min vs real 35-45 min; long for the distance but plausible for a multi-stop rural stage service through the Pampore-Pulwama belt","PASS","Real, well documented Pulwama-district village on a known Srinagar-Pulwama corridor; distance sits within the typical Srinagar-Pulwama-area band reported across sources (24-32 km depending on exact alignment), so this is within tolerance.","prokerala.com, mapsofindia.com, distancebetween2.com"
"SRBG02014001","TRC Srinagar to Airport","34.075384,74.824467","33.993793,74.774698","14.524","116.2","35","5","Urban","0.092","12","20-25 min","TRC (Tourist Reception Centre) to Srinagar Airport is a well documented and frequently travelled corridor; served by airport taxis, private cabs, and some JKRTC/city feeder buses","Both endpoints real; TRC is centrally located near Lal Chowk/Residency Road, Airport coordinate matches Srinagar International Airport's known location at Humhama","21","Modelled one-way approx 58 min vs real 20-25 min; on the high side for a 12-14 km airport corridor, suggesting some over-estimation of cycle time though not impossible during peak congestion","REVIEW","Real, well known TRC-to-Airport corridor with both endpoints correctly placed; however multiple sources converge on roughly 12 km while the engine models 14.5 km (about 21% over), and the modelled one-way time of ~58 min is long for this corridor versus the commonly cited 20-30 min airport transfer time -- worth rechecking the routed path for unnecessary detour.","distancesfrom.com, distcalculator.com, clearcarrental.com"
"SRSR02014004","TRC to Hazratbal","34.075384,74.824467","34.127549,74.835646","8.127","65.0","35","3","Urban","0.095","8","15-20 min","Hazratbal Dargah is a major Srinagar landmark and pilgrimage site on the banks of Dal Lake; well served by city buses, minibuses, and autos from the city centre/TRC area","Both endpoints real; TRC near city centre and Hazratbal Dargah coordinate matches the well known shrine location on the Dal Lake shoreline","2","Modelled one-way approx 32 min vs real 15-20 min; on the high side for the short distance but plausible given lakeside road congestion and pilgrimage-related traffic near the dargah","PASS","Real, very well known city-to-shrine corridor; coordinates and distance check out almost exactly against multiple sources (about 8 km), and headway/fleet are reasonable for this established route despite a somewhat generous modelled cycle time.","distancesfrom.com, trawell.in, traveltriangle.com"
